code, lat, lng, point, alt, name, region, name_k, region_k
JA/NI-171,38.0513,139.6486,2,630,Wakabunayama,Iwafune-gun<JCG#08001C>,若撫山,新潟県岩船郡関川村<JCG#08001C>
JA/NI-172,37.6922,139.5269,2,630,P630,Higashikambara-gun<JCG#08013E>,点630,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-173,36.9959,137.7562,2,590,Itagamine,Itoigawa-city<JCC#0816>,板ケ峰(三角点),新潟県糸魚川市<JCC#0816>
JA/NI-174,38.165,139.5795,2,580,P580,Iwafune-gun<JCG#08001C>Murakami-city<JCC#0812>,点580,新潟県岩船郡関川村<JCG#08001C>新潟県村上市<JCC#0812>
JA/NI-175,38.2601,139.6765,2,556,P556,Murakami-city<JCC#0812>,点556,新潟県村上市<JCC#0812>
JA/NI-176,38.3922,139.6328,2,545,P545,Murakami-city<JCC#0812>,点545,新潟県村上市<JCC#0812>
JA/NI-177,38.4513,139.6343,2,542,P542,Murakami-city<JCC#0812>,点542,新潟県村上市<JCC#0812>
JA/NI-178,38.3505,139.6219,2,500,Near_Hirokura,Murakami-city<JCC#0812>,広倉（三角点近傍）,新潟県村上市<JCC#0812>
JA/NI-179,37.2603,138.4884,1,478,Shiroyama,Joetsu-city<JCC#0822>,城山,新潟県上越市<JCC#0822>
JA/NI-180,37.672,139.5093,1,466,Mochikurayama,Higashikambara-gun<JCG#08013E>,餅倉山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-181,37.6542,139.2367,1,390,P390,Gosen-city<JCC#0818>,点390,新潟県五泉市<JCC#0818>
JA/NI-182,38.4741,139.5937,1,386,P386,Murakami-city<JCC#0812>,点386,新潟県村上市<JCC#0812>
JA/NI-183,37.5636,139.1076,1,350,P350,Sanjo-city<JCC#0804>,点350,新潟県三条市<JCC#0804>
JA/NI-184,37.1407,138.4509,1,343,Shiroyama,Joetsu-city<JCC#0822>,城山,新潟県上越市<JCC#0822>
JA/NI-185,37.2776,138.8112,1,336,Yamamotoyama,Ojiya-city<JCC#0808>,山本山,新潟県小千谷市<JCC#0808>
JA/NI-186,37.6311,139.1359,1,321,Iriyama,Kamo-city<JCC#0809>Gosen-city<JCC#0818>,入山(三角点),新潟県加茂市<JCC#0809>新潟県五泉市<JCC#0818>
JA/NI-187,37.5234,139.0609,1,301,Narayamatouge,Sanjo-city<JCC#0804>Nagaoka-city<JCC#0802>,楢山峠(三角点),新潟県三条市<JCC#0804>新潟県長岡市<JCC#0802>
JA/NI-188,37.7026,139.3746,1,291,Toishiyama,Higashikambara-gun<JCG#08013E>,砥石山(三角点),新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-189,37.9747,139.4001,1,276,Toyanomine,Shibata-city<JCC#0806>,鳥屋ノ峰,新潟県新発田市<JCC#0806>
JA/NI-190,38.4538,139.2386,1,265,Koshibayama,Iwafune-gun<JCG#08001B>,小柴山,新潟県岩船郡粟島浦村@粟島<JCG#08001B>
JA/NI-191,37.727632,139.110523,1,281,Roukamine,Akiha-ku<JCC#080105>Gosen-city<JCC#0818>,ろう火峰,新潟県新潟市秋葉区<JCC#080105>新潟県五泉市<JCC#0818>
JA/NN-001,36.2892,137.648,10,3190,Okuhotakadake,Matsumoto-city<JCC#0902>Takayama-city<JCC#1903>,奥穂高岳,長野県松本市<JCC#0902>岐阜県高山市<JCC#1903>
JA/NN-002,36.342,137.6476,10,3180,Yarigatake,Matsumoto-city<JCC#0902>Omachi-city<JCC#0912>,槍ヶ岳,長野県松本市<JCC#0902>長野県大町市<JCC#0912>
JA/NN-003,36.3025,137.652,10,3106,Kitahotakadake,Matsumoto-city<JCC#0902>Takayama-city<JCC#1903>,北穂高岳,長野県松本市<JCC#0902>岐阜県高山市<JCC#1903>
JA/NN-004,36.282,137.6606,10,3090,Maehotakadake,Matsumoto-city<JCC#0902>,前穂高岳,長野県松本市<JCC#0902>
JA/NN-005,35.893,137.4804,10,3067,Ontakesan/Kengamine,Kiso-gun<JCG#09004L>Kiso-gun<JCG#09004B>,御嶽山(剣ヶ峰),長野県木曽郡木曽町<JCG#09004L>長野県木曽郡王滝村<JCG#09004B>
JA/NN-006,35.7896,137.8045,10,2956,Komagatake,Kiso-gun<JCG#09004A>Kiso-gun<JCG#09004L>Kamiina-gun<JCG#09001C>,駒ヶ岳,長野県木曽郡上松町<JCG#09004A>長野県木曽郡木曽町<JCG#09004L>長野県上伊那郡宮田村<JCG#09001C>
JA/NN-007,36.7585,137.7586,10,2932,Shiroumadake,Kitaazumi-gun<JCG#09005F>Shimoniikawa-gun<JCG#28003A>,白馬岳,長野県北安曇郡白馬村<JCG#09005F>富山県下新川郡朝日町<JCG#28003A>
JA/NN-009,36.4327,137.6379,10,2924,Noguchigoroudake,Omachi-city<JCC#0912>Toyama-city<JCC#2801>,野口五郎岳,長野県大町市<JCC#0912>富山県富山市<JCC#2801>
JA/NN-010,36.365,137.7011,10,2922,Otenshodake,Azumino-city<JCC#0921>Matsumoto-city<JCC#0902>Omachi-city<JCC#0912>,大天井岳,長野県安曇野市<JCC#0921>長野県松本市<JCC#0902>長野県大町市<JCC#0912>
JA/NN-011,36.7313,137.7552,10,2903,Yarigatake,Kitaazumi-gun<JCG#09005F>Kurobe-city<JCC#2807>,鑓ヶ岳,長野県北安曇郡白馬村<JCG#09005F>富山県黒部市<JCC#2807>
JA/NN-012,36.6245,137.7471,10,2889,Kashimayarigatake,Omachi-city<JCC#0912>Nakaniikawa-gun<JCG#28004C>Kurobe-city<JCC#2807>,鹿島槍ヶ岳,長野県大町市<JCC#0912>富山県中新川郡立山町<JCG#28004C>富山県黒部市<JCC#2807>
JA/NN-013,35.719,137.8171,10,2864,Utsugidake,Komagane-city<JCC#0910>Kiso-gun<JCG#09004C>,空木岳,長野県駒ヶ根市<JCC#0910>長野県木曽郡大桑村<JCG#09004C>
JA/NN-014,36.3255,137.7276,10,2857,Jyounendake,Azumino-city<JCC#0921>Matsumoto-city<JCC#0902>,常念岳,長野県安曇野市<JCC#0921>長野県松本市<JCC#0902>
JA/NN-015,35.4286,138.1212,10,2818,Usagidake,Iida-city<JCC#0905>Aoi-ku<JCC#180101>,兎岳,長野県飯田市<JCC#0905>静岡県静岡市葵区<JCC#180101>
JA/NN-016,36.6584,137.7527,10,2814,Goryuudake,Omachi-city<JCC#0912>Kurobe-city<JCC#2807>,五龍岳,長野県大町市<JCC#0912>富山県黒部市<JCC#2807>
JA/NN-017,35.7393,137.8033,10,2778,Kumazawadake,Kiso-gun<JCG#09004C>Komagane-city<JCC#0910>,熊沢岳,長野県木曽郡大桑村<JCG#09004C>長野県駒ヶ根市<JCC#0910>
JA/NN-018,36.3433,137.6841,10,2769,Akaiwadake,Matsumoto-city<JCC#0902>Omachi-city<JCC#0912>,赤岩岳,長野県松本市<JCC#0902>長野県大町市<JCC#0912>
JA/NN-019,36.4068,137.7128,10,2763,Tsubakurodake,Azumino-city<JCC#0921>Omachi-city<JCC#0912>,燕岳,長野県安曇野市<JCC#0921>長野県大町市<JCC#0912>
JA/NN-020,36.562,137.6876,10,2678,Akazawadake,Omachi-city<JCC#0912>Nakaniikawa-gun<JCG#28004C>,赤沢岳,長野県大町市<JCC#0912>富山県中新川郡立山町<JCG#28004C>
JA/NN-021,36.2874,137.7261,10,2677,Chyougatake,Matsumoto-city<JCC#0902>Azumino-city<JCC#0921>,蝶ヶ岳,長野県松本市<JCC#0902>長野県安曇野市<JCC#0921>
JA/NN-022,36.5883,137.7509,10,2670,Jiigatake,Omachi-city<JCC#0912>Nakaniikawa-gun<JCG#28004C>,爺ヶ岳,長野県大町市<JCC#0912>富山県中新川郡立山町<JCG#28004C>
JA/NN-023,36.4473,137.736,10,2647,Gakidake,Omachi-city<JCC#0912>,餓鬼岳,長野県大町市<JCC#0912>
JA/NN-024,36.0192,138.3553,10,2646,Tengudake,Chino-city<JCC#0914>,天狗岳,長野県茅野市<JCC#0914>
JA/NN-025,36.2212,137.6406,10,2646,Kasumizawadake,Matsumoto-city<JCC#0902>,霞沢岳,長野県松本市<JCC#0902>
JA/NN-026,36.4065,138.523,10,2568,Asamayama,Kitasaku-gun<JCG#09006B>Agatsuma-gun<JCG#16001F>,浅間山,長野県北佐久郡軽井沢町<JCG#09006B>群馬県吾妻郡嬬恋村<JCG#16001F>
JA/NN-027,36.2993,137.6783,10,2565,Byoubunoatama,Matsumoto-city<JCC#0902>,屏風ノ頭,長野県松本市<JCC#0902>
JA/NN-028,36.3806,137.6506,10,2554,Ioudake,Omachi-city<JCC#0912>,硫黄岳,長野県大町市<JCC#0912>
JA/NN-029,36.5177,137.7056,10,2551,Kitakuzudake,Omachi-city<JCC#0912>Toyama-city<JCC#2801>,北葛岳,長野県大町市<JCC#0912>富山県富山市<JCC#2801>
JA/NN-030,36.16,137.5804,10,2532,Jyukkokusan,Matsumoto-city<JCC#0902>Takayama-city<JCC#1903>,十石山,長野県松本市<JCC#0902>岐阜県高山市<JCC#1903>
JA/NN-031,36.1037,138.2951,10,2530,Tateshinayama,Kitasaku-gun<JCG#09006E>Chino-city<JCC#0914>,蓼科山,長野県北佐久郡立科町<JCG#09006E>長野県茅野市<JCC#0914>
JA/NN-032,36.0875,138.3201,10,2480,KitaYokodake,Minamisaku-gun<JCG#09017I>Chino-city<JCC#0914>,北横岳,長野県南佐久郡佐久穂町<JCG#09017I>長野県茅野市<JCC#0914>
JA/NN-033,35.485,138.0691,10,2474,Okuchausuyama,Shimoina-gun<JCG#09008C>,奥茶臼山,長野県下伊那郡大鹿村<JCG#09008C>
JA/NN-034,36.5146,137.6771,10,2459,Funakubodake,Omachi-city<JCC#0912>Toyama-city<JCC#2801>,船窪岳,長野県大町市<JCC#0912>富山県富山市<JCC#2801>
JA/NN-035,36.0866,137.7549,10,2446,Hachimoriyama,Matsumoto-city<JCC#0902>Kiso-gun<JCG#09004E>Higashichikuma-gun<JCG#09015B>,鉢盛山,長野県松本市<JCC#0902>長野県木曽郡木祖村<JCG#09004E>長野県東筑摩郡朝日村<JCG#09015B>
JA/NN-036,35.9094,138.6123,10,2418,Ogawayama,Minamisaku-gun<JCG#09017A>Hokuto-city<JCC#1709>,小川山,長野県南佐久郡川上村<JCG#09017A>山梨県北杜市<JCC#1709>
JA/NN-037,36.0753,138.3315,10,2403,Shimagareyama,Minamisaku-gun<JCG#09017I>Chino-city<JCC#0914>,縞枯山,長野県南佐久郡佐久穂町<JCG#09017I>長野県茅野市<JCC#0914>
JA/NN-038,36.2078,137.7119,10,2387,Kotakezawayama,Matsumoto-city<JCC#0902>,小嵩沢山,長野県松本市<JCC#0902>
JA/NN-039,35.8481,137.8101,10,2375,Oodanairiyama,Kiso-gun<JCG#09004L>Shiojiri-city<JCC#0915>,大棚入山,長野県木曽郡木曽町<JCG#09004L>長野県塩尻市<JCC#0915>
JA/NN-040,36.0693,137.7356,10,2374,Kohachimoriyama,Matsumoto-city<JCC#0902>Kiso-gun<JCG#09004E>,小鉢盛山,長野県松本市<JCC#0902>長野県木曽郡木祖村<JCG#09004E>
JA/NN-041,35.6304,137.7744,10,2363,Anpeijiyama,Iida-city<JCC#0905>Kiso-gun<JCG#09004C>,安平路山,長野県飯田市<JCC#0905>長野県木曽郡大桑村<JCG#09004C>
JA/NN-042,36.8001,138.052,10,2353,Takatsumayama,Nagano-city<JCC#0901>Myoko-city<JCC#0827>,高妻山,長野県長野市<JCC#0901>新潟県妙高市<JCC#0827>
JA/NN-043,36.7529,138.5678,10,2341,Iwasugeyama/Uraiwasugeyama,Shimotakai-gun<JCG#09009C>,岩菅山(裏岩菅山),長野県下高井郡山ノ内町<JCG#09009C>
JA/NN-044,35.6553,137.8271,10,2327,Ikenodairasan,Kamiina-gun<JCG#09001D>,池ノ平山,長野県上伊那郡飯島町<JCG#09001D>
JA/NN-045,36.6689,138.5259,10,2307,Yokoteyama,Shimotakai-gun<JCG#09009C>Agatsuma-gun<JCG#16001H>,横手山,長野県下高井郡山ノ内町<JCG#09009C>群馬県吾妻郡中之条町<JCG#16001H>
JA/NN-046,35.9128,137.8627,10,2296,Kyougatake,Kamiina-gun<JCG#09001F>Kamiina-gun<JCG#09001A>,経ヶ岳,長野県上伊那郡辰野町<JCG#09001F>長野県上伊那郡南箕輪村<JCG#09001A>
JA/NN-047,35.6848,138.1629,10,2293,Kosetoyama,Ina-city<JCC#0909>,小瀬戸山,長野県伊那市<JCC#0909>
JA/NN-048,36.3956,137.7625,10,2283,Ariakeyama,Azumino-city<JCC#0921>Kitaazumi-gun<JCG#09005B>,有明山,長野県安曇野市<JCC#0921>長野県北安曇郡松川村<JCG#09005B>
JA/NN-049,35.8144,138.1748,10,2267,Shiroiwadake,Suwa-gun<JCG#09011C>Ina-city<JCC#0909>,白岩岳,長野県諏訪郡富士見町<JCG#09011C>長野県伊那市<JCC#0909>
JA/NN-050,35.6487,138.1025,10,2243,Futagoyama,Shimoina-gun<JCG#09008C>Ina-city<JCC#0909>,二児山,長野県下伊那郡大鹿村<JCG#09008C>長野県伊那市<JCC#0909>
JA/NN-051,36.4193,138.4472,10,2227,Kagonotoyama/Higashikagonotoyama,Toumi-city<JCC#0920>Agatsuma-gun<JCG#16001F>,篭ノ登山(東篭ノ登山),長野県東御市<JCC#0920>群馬県吾妻郡嬬恋村<JCG#16001F>
JA/NN-052,36.7723,138.6706,10,2192,Saburyuuyama,Shimominochi-gun<JCG#09010B>Minamiuonuma-gun<JCG#08015D>,佐武流山,長野県下水内郡栄村<JCG#09010B>新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NN-053,35.443,137.5979,10,2191,Enasan,Shimoina-gun<JCG#09008A>Nakatsugawa-city<JCC#1906>,恵那山,長野県下伊那郡阿智村<JCG#09008A>岐阜県中津川市<JCC#1906>
JA/NN-054,36.2107,137.5733,10,2188,Shirataniyama,Matsumoto-city<JCC#0902>Takayama-city<JCC#1903>,白谷山,長野県松本市<JCC#0902>岐阜県高山市<JCC#1903>
JA/NN-055,36.72,138.598,10,2080,Ootakayama,Shimotakai-gun<JCG#09009C>,大高山,長野県下高井郡山ノ内町<JCG#09009C>
JA/NN-056,35.7815,138.1878,10,2142,Yokodake,Ina-city<JCC#0909>Suwa-gun<JCG#09011C>,横岳,長野県伊那市<JCC#0909>長野県諏訪郡富士見町<JCG#09011C>
JA/NN-057,36.0266,137.599,10,2121,Kamagamine,Matsumoto-city<JCC#0902>Kiso-gun<JCG#09004L>Takayama-city<JCC#1903>,鎌ヶ峰,長野県松本市<JCC#0902>長野県木曽郡木曽町<JCG#09004L>岐阜県高山市<JCC#1903>
JA/NN-058,36.0341,138.6069,10,2112,Ogurasan,Minamisaku-gun<JCG#09017D>Minamisaku-gun<JCG#09017B>,御座山,長野県南佐久郡南相木村<JCG#09017D>長野県南佐久郡北相木村<JCG#09017B>
JA/NN-059,36.4348,138.4009,10,2101,Yunomaruyama,Ueda-city<JCC#0903>Toumi-city<JCC#0920>Agatsuma-gun<JCG#16001F>,湯ノ丸山,長野県上田市<JCC#0903>長野県東御市<JCC#0920>群馬県吾妻郡嬬恋村<JCG#16001F>
JA/NN-060,36.6767,138.4815,10,2076,Kasagatake,Shimotakai-gun<JCG#09009C>Kamitakai-gun<JCG#09002B>,笠ヶ岳,長野県下高井郡山ノ内町<JCG#09009C>長野県上高井郡高山村<JCG#09002B>
JA/NN-061,36.7619,138.0301,10,2053,Nishidake,Nagano-city<JCC#0901>,西岳,長野県長野市<JCC#0901>
JA/NN-062,36.8135,138.1272,10,2053,Kurohimeyama,Kamiminochi-gun<JCG#09003D>,黒姫山,長野県上水内郡信濃町<JCG#09003D>
JA/NN-063,36.2431,137.788,10,2051,Kurosawayama,Matsumoto-city<JCC#0902>Azumino-city<JCC#0921>,黒沢山,長野県松本市<JCC#0902>長野県安曇野市<JCC#0921>
JA/NN-064,36.8174,138.1169,10,2046,Osutakayama(Kokurohime),Kamiminochi-gun<JCG#09003D>,御巣鷹山(小黒姫),長野県上水内郡信濃町<JCG#09003D>
JA/NN-065,35.9761,137.6969,10,2040,Oosasazawayama,Kiso-gun<JCG#09004L>Kiso-gun<JCG#09004E>,大笹沢山,長野県木曽郡木曽町<JCG#09004L>長野県木曽郡木祖村<JCG#09004E>
JA/NN-066,36.8392,138.584,10,2038,Torikabutoyama,Shimominochi-gun<JCG#09010B>,鳥甲山,長野県下水内郡栄村<JCG#09010B>
JA/NN-067,36.2258,138.1074,10,2034,Utsukushigahara/Ougatou,Matsumoto-city<JCC#0902>Ueda-city<JCC#0903>,美ヶ原(王ヶ頭),長野県松本市<JCC#0902>長野県上田市<JCC#0903>
JA/NN-068,36.0149,137.6781,10,2033,Tochibora,Kiso-gun<JCG#09004L>Matsumoto-city<JCC#0902>,橡洞(三角点),長野県木曽郡木曽町<JCG#09004L>長野県松本市<JCC#0902>
JA/NN-069,36.7619,138.5105,10,2010,Yakebitaiyama,Shimotakai-gun<JCG#09009C>,焼額山,長野県下高井郡山ノ内町<JCG#09009C>
JA/NN-070,35.7854,137.397,10,1982,Kohideyama,Kiso-gun<JCG#09004B>Nakatsugawa-city<JCC#1906>,小秀山,長野県木曽郡王滝村<JCG#09004B>岐阜県中津川市<JCC#1906>
JA/NN-071,35.9918,138.6888,10,1979,Takamagaharayama,Minamisaku-gun<JCG#09017A>Minamisaku-gun<JCG#09017D>Tano-gun<JCG#16009F>,高天原山,長野県南佐久郡川上村<JCG#09017A>長野県南佐久郡南相木村<JCG#09017D>群馬県多野郡上野村<JCG#16009F>
JA/NN-072,36.902,137.9626,10,1963,Amakazariyama,Kitaazumi-gun<JCG#09005E>Itoigawa-city<JCC#0816>,雨飾山,長野県北安曇郡小谷村<JCG#09005E>新潟県糸魚川市<JCC#0816>
JA/NN-073,35.9433,137.8298,10,1961,Bouzudake,Kamiina-gun<JCG#09001F>Shiojiri-city<JCC#0915>,坊主岳近傍,長野県上伊那郡辰野町<JCG#09001F>長野県塩尻市<JCC#0915>
JA/NN-074,35.3983,137.634,10,1940,P1940,Shimoina-gun<JCG#09008A>Shimoina-gun<JCG#09008L>Nakatsugawa-city<JCC#1906>,点1940(波合山(三角点)近傍),長野県下伊那郡阿智村<JCG#09008A>長野県下伊那郡平谷村<JCG#09008L>岐阜県中津川市<JCC#1906>
JA/NN-075,36.1631,138.059,10,1929,Hachibuseyama,Okaya-city<JCC#0904>,鉢伏山,長野県岡谷市<JCC#0904>
JA/NN-076,36.1029,138.1967,10,1925,Kirigamine/Kurumayama,Chino-city<JCC#0914>Suwa-city<JCC#0906>,霧ヶ峰(車山),長野県茅野市<JCC#0914>長野県諏訪市<JCC#0906>
JA/NN-077,36.7394,138.1337,10,1917,Iidunayama,Nagano-city<JCC#0901>,飯縄山(飯綱山),長野県長野市<JCC#0901>
JA/NN-079,35.492,137.9902,10,1889,Kimenzan,Iida-city<JCC#0905>Shimoina-gun<JCG#09008Q>,鬼面山,長野県飯田市<JCC#0905>長野県下伊那郡豊丘村<JCG#09008Q>
JA/NN-080,36.1662,138.1285,10,1887,Mitsuminesan,Chiisagata-gun<JCG#09012H>Suwa-gun<JCG#09011A>Matsumoto-city<JCC#0902>,三峰山,長野県小県郡長和町<JCG#09012H>長野県諏訪郡下諏訪町<JCG#09011A>長野県松本市<JCC#0902>
JA/NN-081,35.9917,138.569,10,1882,Tenguyama,Minamisaku-gun<JCG#09017D>Minamisaku-gun<JCG#09017A>,天狗山,長野県南佐久郡南相木村<JCG#09017D>長野県南佐久郡川上村<JCG#09017A>
JA/NN-082,35.7083,137.7338,10,1867,Itoseyama,Kiso-gun<JCG#09004C>,糸瀬山,長野県木曽郡大桑村<JCG#09004C>
JA/NN-083,36.8575,138.551,10,1853,Daikurayama,Shimominochi-gun<JCG#09010B>Shimotakai-gun<JCG#09009A>,台倉山,長野県下水内郡栄村<JCG#09010B>長野県下高井郡木島平村<JCG#09009A>
JA/NN-084,36.7705,137.9647,10,1849,Higashiyama,Kitaazumi-gun<JCG#09005E>Nagano-city<JCC#0901>,東山,長野県北安曇郡小谷村<JCG#09005E>長野県長野市<JCC#0901>
JA/NN-085,35.7134,137.4872,10,1840,Idenokoujiyama,Kiso-gun<JCG#09004C>Nakatsugawa-city<JCC#1906>,井出ノ小路山,長野県木曽郡大桑村<JCG#09004C>岐阜県中津川市<JCC#1906>
JA/NN-086,36.8136,138.0878,10,1828,Sadoyama,Nagano-city<JCC#0901>,佐渡山,長野県長野市<JCC#0901>
JA/NN-087,35.991,138.6011,10,1822,Omihakayama,Minamisaku-gun<JCG#09017A>Minamisaku-gun<JCG#09017D>,御陵山,長野県南佐久郡川上村<JCG#09017A>長野県南佐久郡南相木村<JCG#09017D>
JA/NN-088,36.0586,137.6668,10,1814,Ookubo,Matsumoto-city<JCC#0902>,大久保(三角点),長野県松本市<JCC#0902>
JA/NN-089,36.1301,138.1544,10,1798,Washigamine,Suwa-gun<JCG#09011A>Chiisagata-gun<JCG#09012H>,鷲ヶ峰,長野県諏訪郡下諏訪町<JCG#09011A>長野県小県郡長和町<JCG#09012H>
JA/NN-090,36.0161,137.79,10,1785,Misokawa,Kiso-gun<JCG#09004E>,味噌川(三角点),長野県木曽郡木祖村<JCG#09004E>
JA/NN-091,36.8107,138.4951,10,1747,Takappyouyama,Shimotakai-gun<JCG#09009A>,高標山,長野県下高井郡木島平村<JCG#09009A>
JA/NN-092,35.483,137.6297,10,1739,Fujimidai,Shimoina-gun<JCG#09008A>Nakatsugawa-city<JCC#1906>,富士見台,長野県下伊那郡阿智村<JCG#09008A>岐阜県中津川市<JCC#1906>
JA/NN-093,35.6751,138.0437,10,1738,Kitagawa,Komagane-city<JCC#0910>Shimoina-gun<JCG#09008C>,北川(三角点),長野県駒ヶ根市<JCC#0910>長野県下伊那郡大鹿村<JCG#09008C>
JA/NN-094,36.1119,138.5477,10,1718,Moraisan,Minamisaku-gun<JCG#09017C>Minamisaku-gun<JCG#09017I>,茂来山,長野県南佐久郡小海町<JCG#09017C>長野県南佐久郡佐久穂町<JCG#09017I>
JA/NN-095,35.7547,137.5333,10,1717,Nishimatayama,Kiso-gun<JCG#09004B>Kiso-gun<JCG#09004A>,西股山,長野県木曽郡王滝村<JCG#09004B>長野県木曽郡上松町<JCG#09004A>
JA/NN-096,35.4091,137.9397,10,1703,Kanamoriyama,Iida-city<JCC#0905>,金森山,長野県飯田市<JCC#0905>
JA/NN-097,35.7658,137.4348,10,1697,Okegasawa,Kiso-gun<JCG#09004B>Nakatsugawa-city<JCC#1906>,桶ケ沢(三角点),長野県木曽郡王滝村<JCG#09004B>岐阜県中津川市<JCC#1906>
JA/NN-098,35.745,138.052,10,1681,Tokurayama/Inafuji,Komagane-city<JCC#0910>Ina-city<JCC#0909>,戸倉山(伊那富士),長野県駒ヶ根市<JCC#0910>長野県伊那市<JCC#0909>
JA/NN-099,35.5925,137.6444,10,1679,Nagisodake,Kiso-gun<JCG#09004J>,南木曽岳,長野県木曽郡南木曽町<JCG#09004J>
JA/NN-100,36.8548,138.49,10,1676,Hakkenzan,Shimotakai-gun<JCG#09009A>,八剣山(三角点),長野県下高井郡木島平村<JCG#09009A>
JA/NN-101,36.1585,138.1937,10,1670,Takamatsu,Chiisagata-gun<JCG#09012H>,高松(三角点),長野県小県郡長和町<JCG#09012H>
JA/NN-102,35.8071,137.3314,10,1669,Hakoiwayama,Kiso-gun<JCG#09004B>Gero-city<JCC#1920>,箱岩山(三角点),長野県木曽郡王滝村<JCG#09004B>岐阜県下呂市<JCC#1920>
JA/NN-103,35.3414,137.6882,10,1664,Jatougeyama,Shimoina-gun<JCG#09008A>Shimoina-gun<JCG#09008N>Shimoina-gun<JCG#09008L>,蛇峠山,長野県下伊那郡阿智村<JCG#09008A>長野県下伊那郡阿南町<JCG#09008N>長野県下伊那郡平谷村<JCG#09008L>
JA/NN-104,35.9618,138.5833,10,1664,Oomiyama,Minamisaku-gun<JCG#09017A>,大深山(三角点),長野県南佐久郡川上村<JCG#09017A>
JA/NN-105,35.7943,137.4624,10,1659,Warisawa,Kiso-gun<JCG#09004B>,割沢(三角点),長野県木曽郡王滝村<JCG#09004B>
JA/NN-106,35.2632,137.8949,10,1653,Kumabushiyama,Iida-city<JCC#0905>Shimoina-gun<JCG#09008P>,熊伏山,長野県飯田市<JCC#0905>長野県下伊那郡天龍村<JCG#09008P>
JA/NN-107,36.8978,138.4867,10,1650,Kenashiyama,Shimotakai-gun<JCG#09009B>,毛無山,長野県下高井郡野沢温泉村<JCG#09009B>
JA/NN-108,35.9675,138.0933,10,1650,Moriyasan,Suwa-city<JCC#0906>Ina-city<JCC#0909>,守屋山,長野県諏訪市<JCC#0906>長野県伊那市<JCC#0909>
JA/NN-109,36.5124,138.3055,10,1649,Oomatsuyama,Ueda-city<JCC#0903>,大松山,長野県上田市<JCC#0903>
JA/NN-110,36.4646,138.3705,10,1644,Kadoma,Ueda-city<JCC#0903>,角間(三角点),長野県上田市<JCC#0903>
JA/NN-111,35.5528,137.7041,10,1636,Hagetake,Iida-city<JCC#0905>Shimoina-gun<JCG#09008A>,兀岳,長野県飯田市<JCC#0905>長野県下伊那郡阿智村<JCG#09008A>
JA/NN-112,36.0128,138.5864,10,1631,Mineosan,Minamisaku-gun<JCG#09017D>,峰雄山,長野県南佐久郡南相木村<JCG#09017D>
JA/NN-113,36.3332,138.0629,10,1626,Iriyama,Matsumoto-city<JCC#0902>,入山,長野県松本市<JCC#0902>
JA/NN-114,36.4848,137.7949,10,1623,Kuwanomine,Omachi-city<JCC#0912>,鍬ノ峰,長野県大町市<JCC#0912>
JA/NN-115,36.1303,137.6881,10,1570,Hokurayama,Matsumoto-city<JCC#0902>,保倉山,長野県松本市<JCC#0902>
JA/NN-116,36.8623,137.9549,10,1570,Oonagiyama,Kitaazumi-gun<JCG#09005E>,大渚山,長野県北安曇郡小谷村<JCG#09005E>
JA/NN-117,35.8529,137.5726,10,1558,Saburouzawa,Kiso-gun<JCG#09004L>Kiso-gun<JCG#09004B>,三郎沢(三角点),長野県木曽郡木曽町<JCG#09004L>長野県木曽郡王滝村<JCG#09004B>
JA/NN-118,35.7161,137.5928,10,1558,Aterayama,Kiso-gun<JCG#09004C>Kiso-gun<JCG#09004A>,阿寺山,長野県木曽郡大桑村<JCG#09004C>長野県木曽郡上松町<JCG#09004A>
JA/NN-119,35.5495,137.7838,10,1535,Kazakoshiyama/Gongenyama,Iida-city<JCC#0905>,風越山(権現山),長野県飯田市<JCC#0905>
JA/NN-120,35.9133,138.0605,10,1528,Otomiyama,Ina-city<JCC#0909>,音見山,長野県伊那市<JCC#0909>
JA/NN-121,35.7919,137.6628,10,1502,Daigamine,Kiso-gun<JCG#09004L>Kiso-gun<JCG#09004A>,台ヶ峰,長野県木曽郡木曽町<JCG#09004L>長野県木曽郡上松町<JCG#09004A>
JA/NN-122,35.5422,137.7404,8,1499,Oshinozawa,Iida-city<JCC#0905>,押ノ沢(三角点),長野県飯田市<JCC#0905>
JA/NN-123,35.916,137.8057,8,1492,Ookubo,Kiso-gun<JCG#09004L>Shiojiri-city<JCC#0915>,大久保(三角点),長野県木曽郡木曽町<JCG#09004L>長野県塩尻市<JCC#0915>
JA/NN-124,36.5462,138.3235,8,1485,Shiramizu,Ueda-city<JCC#0903>Suzaka-city<JCC#0907>,白水(三角点),長野県上田市<JCC#0903>長野県須坂市<JCC#0907>
JA/NN-125,36.1398,138.5933,8,1484,Hirokoyayama,Minamisaku-gun<JCG#09017I>,広古屋(三角点),長野県南佐久郡佐久穂町<JCG#09017I>
JA/NN-126,35.7514,137.6542,8,1478,Masu,Kiso-gun<JCG#09004A>Kiso-gun<JCG#09004C>,真巣(三角点),長野県木曽郡上松町<JCG#09004A>長野県木曽郡大桑村<JCG#09004C>
